checked_at_utc,batch_id,queue_position,company_name,company_slug,website,yc_directory_url,previous_trackability,previous_board_type,previous_selected_url,recheck_trackability,recheck_board_type,recheck_board_token,recheck_board_url,recheck_api_url,recheck_confirmation_status,recheck_job_count,visited_pages,resolved_from_url,evidence,notes
2026-06-14T19:16:46Z,batch-051,1,10x,10x,https://www.10xdental.com/,https://www.ycombinator.com/companies/10x,unknown,,https://www.10xdental.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.10xdental.com/careers;fetch_failed:HTTPError:https://www.10xdental.com/careers/;fetch_failed:HTTPError:https://www.10xdental.com/jobs;fetch_failed:HTTPError:https://www.10xdental.com/jobs/;fetch_failed:HTTPError:https://www.10xdental.com/about/careers;fetch_failed:HTTPError:https://www.10xdental.com/about/careers/;fetch_failed:HTTPError:https://www.10xdental.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.10xdental.com/open-positions
2026-06-13T02:28:20Z,batch-044,1,10x Science,10x-science,https://10xscience.com,https://www.ycombinator.com/companies/10x-science,custom_page,,https://10xscience.com/open-positions/,unknown,,,,,no_structured_board_found,0,12,,,
2026-06-14T19:16:46Z,batch-051,2,14.ai,14-ai,https://14.ai,https://www.ycombinator.com/companies/14-ai,unknown,,https://www.14.ai/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://14.ai/careers;fetch_failed:HTTPError:https://14.ai/careers/;fetch_failed:HTTPError:https://14.ai/jobs;fetch_failed:HTTPError:https://14.ai/jobs/;fetch_failed:HTTPError:https://14.ai/about/careers;fetch_failed:HTTPError:https://14.ai/about/careers/;fetch_failed:HTTPError:https://14.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://14.ai/open-positions
2026-06-14T19:16:46Z,batch-051,3,1stCollab,1stcollab,https://1stcollab.com/,https://www.ycombinator.com/companies/1stcollab,unknown,,https://www.1stcollab.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://1stcollab.com/careers;fetch_failed:HTTPError:https://1stcollab.com/careers/;fetch_failed:HTTPError:https://1stcollab.com/jobs;fetch_failed:HTTPError:https://1stcollab.com/jobs/;fetch_failed:HTTPError:https://1stcollab.com/about/careers;fetch_failed:HTTPError:https://1stcollab.com/about/careers/;fetch_failed:HTTPError:https://1stcollab.com/about/careers/join-the-team;fetch_failed:HTTPError:https://1stcollab.com/open-positions
2026-06-14T19:16:46Z,batch-051,4,222,222,https://222.place,https://www.ycombinator.com/companies/222,unknown,,https://222.place/,structured_board,notion,,https://careers.222.place/,,detected_structured_board,0,12,https://careers.222.place/,notion.site,fetch_failed:HTTPError:https://222.place/jobs;fetch_failed:HTTPError:https://222.place/jobs/;fetch_failed:HTTPError:https://222.place/about/careers;fetch_failed:HTTPError:https://222.place/about/careers/;fetch_failed:HTTPError:https://222.place/about/careers/join-the-team;fetch_failed:HTTPError:https://222.place/open-positions;fetch_failed:HTTPError:https://222.place/open-positions/;fetch_failed:HTTPError:https://222.place/job-openings
2026-06-13T02:28:20Z,batch-044,2,a0.dev,a0-dev,https://a0.dev,https://www.ycombinator.com/companies/a0-dev,custom_page,,https://a0.dev/careers,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://a0.dev/jobs;fetch_failed:HTTPError:https://a0.dev/jobs/;fetch_failed:HTTPError:https://a0.dev/about/careers;fetch_failed:HTTPError:https://a0.dev/about/careers/;fetch_failed:HTTPError:https://a0.dev/about/careers/join-the-team;fetch_failed:HTTPError:https://a0.dev/open-positions;fetch_failed:HTTPError:https://a0.dev/open-positions/;fetch_failed:HTTPError:https://a0.dev/job-openings
2026-06-11T04:05:26Z,batch-024,1,Abacum,abacum,https://www.abacum.ai/,https://www.ycombinator.com/companies/abacum,structured_board,ukg_ultipro,https://www.abacum.ai/customers,api_native,ashby,abacum,https://jobs.ashbyhq.com/abacum,https://api.ashbyhq.com/posting-api/job-board/abacum?includeCompensation=true,live_jobs,18,3,https://www.abacum.ai/company/careers,ashby_pattern,
2026-06-14T19:16:46Z,batch-051,5,Acely,acely,https://acely.com,https://www.ycombinator.com/companies/acely,unknown,,https://acely.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://acely.com/careers;fetch_failed:HTTPError:https://acely.com/careers/;fetch_failed:HTTPError:https://acely.com/jobs;fetch_failed:HTTPError:https://acely.com/jobs/;fetch_failed:HTTPError:https://acely.com/about/careers;fetch_failed:HTTPError:https://acely.com/about/careers/;fetch_failed:HTTPError:https://acely.com/about/careers/join-the-team;fetch_failed:HTTPError:https://acely.com/open-positions
2026-06-11T04:05:26Z,batch-024,2,Activeloop,activeloop,https://activeloop.ai/,https://www.ycombinator.com/companies/activeloop,structured_board,ukg_ultipro,https://www.activeloop.ai/,api_native,dover,activeloop,https://app.dover.com/jobs/activeloop,https://app.dover.com/feed/v1/boards/activeloop/jobs,live_jobs,4,1,https://www.activeloop.ai/,dover_pattern,
2026-06-13T02:28:20Z,batch-044,3,Adam,adam,https://adam.new/,https://www.ycombinator.com/companies/adam,custom_page,,https://adam.new/careers,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://adam.new/jobs;fetch_failed:HTTPError:https://adam.new/jobs/;fetch_failed:HTTPError:https://adam.new/about/careers;fetch_failed:HTTPError:https://adam.new/about/careers/;fetch_failed:HTTPError:https://adam.new/about/careers/join-the-team;fetch_failed:HTTPError:https://adam.new/open-positions;fetch_failed:HTTPError:https://adam.new/open-positions/;fetch_failed:HTTPError:https://adam.new/job-openings
2026-06-14T19:16:46Z,batch-051,6,Adaptional,adaptional,https://www.adaptional.com/,https://www.ycombinator.com/companies/adaptional,unknown,,https://www.adaptional.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.adaptional.com/careers;fetch_failed:HTTPError:https://www.adaptional.com/careers/;fetch_failed:HTTPError:https://www.adaptional.com/jobs;fetch_failed:HTTPError:https://www.adaptional.com/jobs/;fetch_failed:HTTPError:https://www.adaptional.com/about/careers;fetch_failed:HTTPError:https://www.adaptional.com/about/careers/;fetch_failed:HTTPError:https://www.adaptional.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.adaptional.com/open-positions
2026-06-13T02:28:20Z,batch-044,4,Aden,aden,https://adenhq.com/,https://www.ycombinator.com/companies/aden,custom_page,,https://adenhq.com/careers,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://adenhq.com/jobs;fetch_failed:HTTPError:https://adenhq.com/jobs/;fetch_failed:HTTPError:https://adenhq.com/about/careers;fetch_failed:HTTPError:https://adenhq.com/about/careers/;fetch_failed:HTTPError:https://adenhq.com/about/careers/join-the-team;fetch_failed:HTTPError:https://adenhq.com/open-positions;fetch_failed:HTTPError:https://adenhq.com/open-positions/;fetch_failed:HTTPError:https://adenhq.com/job-openings
2026-06-11T04:05:26Z,batch-024,3,adyn,adyn,https://adyn.com,https://www.ycombinator.com/companies/adyn,structured_board,ukg_ultipro,https://adyn.com/,unknown,,,,,no_structured_board_found,0,12,,,
2026-06-11T04:05:26Z,batch-024,4,Afriex,afriex,https://www.afriexapp.com,https://www.ycombinator.com/companies/afriex,structured_board,jazzhr,https://www.afriex.com/careers,structured_board,jazzhr,,https://www.afriex.com/careers,,detected_structured_board,0,12,https://www.afriex.com/careers,applytojob.com,fetch_failed:HTTPError:https://www.afriexapp.com/jobs;fetch_failed:HTTPError:https://www.afriexapp.com/jobs/;fetch_failed:HTTPError:https://www.afriexapp.com/about/careers;fetch_failed:HTTPError:https://www.afriexapp.com/about/careers/;fetch_failed:HTTPError:https://www.afriexapp.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.afriexapp.com/open-positions;fetch_failed:HTTPError:https://www.afriexapp.com/open-positions/;fetch_failed:HTTPError:https://www.afriexapp.com/job-openings
2026-06-14T19:16:46Z,batch-051,7,Afternoon.co,afternoon-co,https://afternoon.co,https://www.ycombinator.com/companies/afternoon-co,unknown,,https://www.afternoon.co/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://afternoon.co/careers;fetch_failed:HTTPError:https://afternoon.co/careers/;fetch_failed:HTTPError:https://afternoon.co/jobs;fetch_failed:HTTPError:https://afternoon.co/jobs/;fetch_failed:HTTPError:https://afternoon.co/about/careers;fetch_failed:HTTPError:https://afternoon.co/about/careers/;fetch_failed:HTTPError:https://afternoon.co/about/careers/join-the-team;fetch_failed:HTTPError:https://afternoon.co/open-positions
