company_key,company_name,segment_primary,segment_tags,source_lists,local_source_rank,yc_source_rank,city,state_or_region,metro_area,company_category,employee_band,hq_status,company_website,careers_page,company_linkedin,source_systems,check_daily,priority_tier,board_type,board_url,board_token,board_api_url,board_confirmation_status,board_last_verified_at,resolved_from_url,listing_source_type,listing_source_url,listing_source_job_count,listing_source_last_verified_at,listing_authority,listing_source_notes,job_source_type,job_source_url,job_source_job_count,job_source_last_verified_at,job_source_notes,jd_capture_status,jd_format,jd_extraction_method,jd_extraction_locator,jd_last_verified_at,jd_notes,notes
adp,ADP,local,local,greater_phoenix,1,,Tempe,AZ,Greater Phoenix,Accounting and Finance,10001+,Remote Office,https://www.adp.com/,https://jobs.adp.com/?rb=ADP_COM,https://www.linkedin.com/company/adp/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
amazon-services,Amazon Services,local,local,greater_phoenix,2,,Tempe,AZ,Greater Phoenix,IT Mgt,1001-5000,Remote Office,https://services.amazon.com/,https://www.amazon.jobs/en/,https://www.linkedin.com/showcase/amazon-services/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
anju-software,Anju Software,local,local,greater_phoenix,3,,Tempe,AZ,Greater Phoenix,Practice Management,201-500,Local HQ,https://anjusoftware.com/,https://www.anjusoftware.com/company/careers,https://www.linkedin.com/company/anju-software/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
basata,Basata,local,local,greater_phoenix,4,,Tempe,AZ,Greater Phoenix,AI and SaaS,11-50,Local HQ,https://www.basata.ai,https://www.basata.ai/about-team#careers,https://www.linkedin.com/company/basata,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
carvana,Carvana,local,local,greater_phoenix,5,,Tempe,AZ,Greater Phoenix,Personal On-Demand Services,10001+,Local HQ,http://www.carvana.com/,https://www.carvana.com/careers/,https://www.linkedin.com/company/carvana/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
edge3-technologies,Edge3 Technologies,local,local,greater_phoenix,6,,Tempe,AZ,Greater Phoenix,Analytics and BI,51-200,Local HQ,https://www.edge3technologies.com/,https://www.edge3technologies.com/careers/,https://www.linkedin.com/company/edge-3-technologies/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
elevate-tickets,Elevate Tickets,local,local,greater_phoenix,7,,Tempe,AZ,Greater Phoenix,Sales and Marketing,51-200,Local HQ,https://www.elevatetickets.com/,https://www.elevatetickets.com/careers.html,https://www.linkedin.com/company/elevate-tickets/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
enchoice,enChoice,local,local,greater_phoenix,8,,Tempe,AZ,Greater Phoenix,Business Mgt and ERP,51-200,Local HQ,https://www.enchoice.com/,https://www.enchoice.com/Join-Our-Team,https://www.linkedin.com/company/enchoice-inc/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
endpoint,Endpoint,local,local,greater_phoenix,9,,Tempe,AZ,Greater Phoenix,Document Management,201-500,Remote Office,https://endpointclosing.com/,https://www.endpoint.com/careers,https://www.endpoint.com/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
genius-monkey,Genius Monkey,local,local,greater_phoenix,10,,Tempe,AZ,Greater Phoenix,Sales and Marketing,51-200,Local HQ,https://geniusmonkey.com/,https://geniusmonkey.com/careers/,https://www.linkedin.com/company/genius-monkey/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
githired,GitHired,local,local,greater_phoenix,11,,Tempe,AZ,Greater Phoenix,HR and Recruiting,1-10,Local HQ,https://www.githired.tech/,https://www.linkedin.com/company/githirednow/jobs/,https://www.linkedin.com/company/githirednow,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
globaltranz,GlobalTranz,local,local,greater_phoenix,12,,Tempe,AZ,Greater Phoenix,Logistics and Supply Chain,1001-5000,Remote Office,https://www.globaltranz.com/,https://www.globaltranz.com/about/careers/,https://www.linkedin.com/company/globaltranz/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
healthdox,Healthdox,local,local,greater_phoenix,13,,Tempe,AZ,Greater Phoenix,Compliance,10001+,Local HQ,https://www.healthdox.com/,https://healthdox.com/?page_id=5169/,https://www.linkedin.com/company/healthdox/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
houzz,Houzz,local,local,greater_phoenix,14,,Tempe,AZ,Greater Phoenix,Personal Real Estate,1001-5000,Remote Office,http://www.houzz.com/,https://www.houzz.com/jobs/,https://www.linkedin.com/company/houzz/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
inflectionhr,InflectionHR,local,local,greater_phoenix,15,,Tempe,AZ,Greater Phoenix,HR and Recruiting,51-200,Local HQ,https://www.inflectionhr.com/,https://secure3.yourpayrollhr.com/ta/IHR9999.careers?CareersSearch/,https://www.linkedin.com/company/inflection-hr/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
jpglobal,JPGlobal,local,local,greater_phoenix,16,,Tempe,AZ,Greater Phoenix,Business Mgt and ERP,1-10,Local HQ,https://jpglobalsolutions.com/,https://www.linkedin.com/company/jpglobal/jobs/,linkedin.com/company/jpglobal/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
kinective,Kinective,local,local,greater_phoenix,17,,Tempe,AZ,Greater Phoenix,Business Mgt and ERP,51-200,Local HQ,http://www.whycfm.com/,http://www.whycfm.com/join-us/,https://www.linkedin.com/company/cash-flow-management-inc./about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
kubra,KUBRA,local,local,greater_phoenix,18,,Tempe,AZ,Greater Phoenix,Sales and Marketing,501-1000,Local HQ,https://kubra.com/,https://kubra.com/about-us/careers/,https://www.linkedin.com/company/kubra-data-transfer/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
lumenbrite,Lumenbrite,local,local,greater_phoenix,19,,Tempe,AZ,Greater Phoenix,Marketplace,1-10,Remote Office,https://lumenbrite.com/,https://lumenbrite.com/jobs/,https://www.linkedin.com/company/lumenbrite/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
microsoft,Microsoft,local,local,greater_phoenix,20,,Tempe,AZ,Greater Phoenix,Business Mgt and ERP,10001+,Remote Office,https://www.microsoft.com/en-us/,https://careers.microsoft.com/us/en/,https://www.linkedin.com/company/microsoft/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
moov,Moov,local,local,greater_phoenix,21,,Tempe,AZ,Greater Phoenix,Marketplace,51-200,Local HQ,http://www.moov.co/,https://www.moov.co/careers,https://www.linkedin.com/company/moov-technologies-inc/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
norton-lifelock,Norton LifeLock,local,local,greater_phoenix,22,,Tempe,AZ,Greater Phoenix,Cybersecurity,1001-5000,Local HQ,https://lifelock.norton.com/,https://www.nortonlifelock.com/us/en/careers/,https://www.linkedin.com/company/nortonlifelock/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
ovationcxm,OvationCXM,local,local,greater_phoenix,23,,Tempe,AZ,Greater Phoenix,Business Mgt and ERP,51-200,Remote Office,https://www.ovationcxm.com/,https://www.ovationcxm.com/careers-open,https://www.linkedin.com/company/ovationcxm/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
pagely,Pagely,local,local,greater_phoenix,24,,Tempe,AZ,Greater Phoenix,Cloud and Software Dev Tools,11-50,Local HQ,https://pagely.com/,https://pagely.com/careers/,https://www.linkedin.com/company/pagely/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
pretorin,Pretorin,local,local,greater_phoenix,25,,Tempe,AZ,Greater Phoenix,Compliance,1-10,Local HQ,https://pretorin.com,https://pretorin.com/careers,https://www.linkedin.com/company/pretorin,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
project-iceberg-inc,"Project Iceberg, Inc",local,local,greater_phoenix,26,,Tempe,AZ,Greater Phoenix,HR and Recruiting,1-10,Local HQ,https://projecticeberg.us/,https://www.linkedin.com/company/project-iceberg-inc/jobs/,https://www.linkedin.com/company/103298419/admin/dashboard/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
protos-software,Protos Software,local,local,greater_phoenix,27,,Tempe,AZ,Greater Phoenix,Business Mgt and ERP,1-10,Local HQ,http://www.protossoft.com/,https://www.protossoft.com/careers/,https://www.linkedin.com/company/protos-software-llc/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
radialspark,RadialSpark,local,local,greater_phoenix,28,,Tempe,AZ,Greater Phoenix,Cloud and Software Dev Tools,11-50,Local HQ,https://www.radialspark.com/,https://www.radialspark.com/careers,https://www.linkedin.com/company/radialspark/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
repay,REPAY,local,local,greater_phoenix,29,,Tempe,AZ,Greater Phoenix,Payments,201-500,Remote Office,http://www.repay.com/,https://www.repay.com/careers/,https://www.linkedin.com/company/repay-holdings/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
reputation,Reputation,local,local,greater_phoenix,30,,Tempe,AZ,Greater Phoenix,Sales and Marketing,501-1000,Remote Office,https://www.reputation.com/,https://www.reputation.com/careers/,https://www.linkedin.com/company/reputation-com/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
ring-amazon,Ring (Amazon),local,local,greater_phoenix,31,,Tempe,AZ,Greater Phoenix,Personal Real Estate,1001-5000,Remote Office,http://www.ring.com/,https://www.amazon.jobs/en/teams/ring/,https://www.linkedin.com/company/ring-labs/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
salucro,Salucro,local,local,greater_phoenix,32,,Tempe,AZ,Greater Phoenix,Accounting and Finance,51-200,Local HQ,https://www.salucro.com/home/,https://www.salucro.com/home/about/careers/,https://www.linkedin.com/company/salucro-healthcare-solutions/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
sap,SAP,local,local,greater_phoenix,33,,Tempe,AZ,Greater Phoenix,Business Mgt and ERP,10001+,Remote Office,http://www.sap.com/,https://www.sap.com/about/careers.html/,https://www.linkedin.com/company/sap/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
shilo,Shilo,local,local,greater_phoenix,34,,Tempe,AZ,Greater Phoenix,Personal Real Estate,1-10,Local HQ,https://shilo.ai/,https://www.linkedin.com/company/shilo-ai/jobs/,https://www.linkedin.com/company/shilo-ai/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
shutterfly,Shutterfly,local,local,greater_phoenix,35,,Tempe,AZ,Greater Phoenix,Lifestyle,10001+,Remote Office,http://www.shutterflyinc.com/,https://jobs.jobvite.com/shutterfly,https://www.linkedin.com/company/shutterfly/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
siemens-digital-industries-software,Siemens Digital Industries Software,local,local,greater_phoenix,36,,Tempe,AZ,Greater Phoenix,Business Mgt and ERP,5001-10000,Remote Office,https://www.sw.siemens.com/,https://new.siemens.com/global/en/company/jobs/search-careers.html/,https://www.linkedin.com/company/siemenssoftware/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
soraban,Soraban,local,local;yc,greater_phoenix;yc_seed_from_local_overlap,37,,Tempe,AZ,Greater Phoenix,Accounting and Finance,11-50,Local HQ,https://www.soraban.com/,https://www.ycombinator.com/companies/soraban/jobs/,https://www.linkedin.com/company/sorabansoftware/about/,phx_fwd_local_software_100;local_yc_overlap,true,,,,,,,,,,,,,,,,,,,,,,,,,,
tyler-technologies,Tyler Technologies,local,local,greater_phoenix,38,,Tempe,AZ,Greater Phoenix,Business Mgt and ERP,5001-10000,Remote Office,https://www.tylertech.com/,https://www.tylertech.com/careers/,https://www.linkedin.com/company/tyler-technologies/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
uber,Uber,local,local,greater_phoenix,39,,Tempe,AZ,Greater Phoenix,Personal On-Demand Services,10001+,Remote Office,http://www.uber.com/,https://www.uber.com/us/en/careers/,https://www.linkedin.com/company/uber-com/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
verkada,Verkada,local,local,greater_phoenix,40,,Tempe,AZ,Greater Phoenix,Automation,1001-5000,Remote Office,https://www.verkada.com/,https://www.linkedin.com/company/verkada/jobs/,https://www.linkedin.com/company/verkada/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
visualvault,VisualVault,local,local,greater_phoenix,41,,Tempe,AZ,Greater Phoenix,Business Mgt and ERP,11-50,Local HQ,https://www.visualvault.com/,https://www.visualvault.com/company/careers/,https://www.linkedin.com/company/visualvault/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
zenefits,Zenefits,local,local,greater_phoenix,42,,Tempe,AZ,Greater Phoenix,HR and Recruiting,501-1000,Remote Office,http://www.zenefits.com/,https://www.zenefits.com/careers/,https://www.linkedin.com/company/zenefits/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
ziprecruiter,ZipRecruiter,local,local,greater_phoenix,43,,Tempe,AZ,Greater Phoenix,HR and Recruiting,1001-5000,Remote Office,https://www.ziprecruiter.com/,https://www.ziprecruiter.com/careers/,https://www.linkedin.com/company/ziprecruiter/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
1st-providers-choice,1st Providers Choice,local,local,greater_phoenix,44,,Chandler,AZ,Greater Phoenix,Practice Management,11-50,Local HQ,http://www.1stproviderschoice.com/,https://1stproviderschoice.com/contact-us/careers.php/,https://www.linkedin.com/company/1st-providers-choice/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
annuit,Annuit,local,local,greater_phoenix,45,,Chandler,AZ,Greater Phoenix,Automation,1-10,Local HQ,https://annuit.com/,https://www.linkedin.com/company/annuit/jobs/,https://www.linkedin.com/company/annuit/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
brightside,Brightside,local,local,greater_phoenix,46,,Chandler,AZ,Greater Phoenix,Accounting and Finance,51-200,Local HQ,https://www.gobrightside.com/,https://www.gobrightside.com/careers/,https://www.linkedin.com/company/gobrightside/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
broadcom,Broadcom,local,local,greater_phoenix,47,,Chandler,AZ,Greater Phoenix,IT Mgt,10001+,Remote Office,https://www.broadcom.com/,https://www.broadcom.com/company/careers/,https://www.linkedin.com/company/broadcom/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
campuslogic-powered-by-ellucian,"CampusLogic, powered by Ellucian",local,local,greater_phoenix,48,,Chandler,AZ,Greater Phoenix,Student Mgt,51-200,Local HQ,http://campuslogic.com/,https://careers.ellucian.com/careers-home,https://www.linkedin.com/company/campuslogic/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
fizy-ai,Fizy Ai,local,local,greater_phoenix,49,,Chandler,AZ,Greater Phoenix,Automation,1-10,Local HQ,https://fizy.ai,https://fizy.ai/company/careers#positions,https://www.linkedin.com/company/110224058/admin/dashboard/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
inkfrog,inkfrog,local,local,greater_phoenix,50,,Chandler,AZ,Greater Phoenix,eCommerce,1-10,Local HQ,https://www.inkfrog.com/,https://www.inkfrog.com/company/careers/,https://www.linkedin.com/company/inkfrog-inc./about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
intel,Intel,local,local,greater_phoenix,51,,Chandler,AZ,Greater Phoenix,IT Mgt,10001+,Remote Office,https://www.intel.com/content/www/us/en/homepage.html,https://www.intel.com/content/www/us/en/jobs/jobs-at-intel.html/,https://www.linkedin.com/company/intel-corporation/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
keap,Keap,local,local,greater_phoenix,52,,Chandler,AZ,Greater Phoenix,Sales and Marketing,201-500,Local HQ,https://keap.com/,https://keap.com/about/careers/,https://www.linkedin.com/company/keap-growing/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
lexisnexis-risk-solutions,LexisNexis Risk Solutions,local,local,greater_phoenix,53,,Chandler,AZ,Greater Phoenix,Analytics and BI,1001-5000,Remote Office,https://risk.lexisnexis.com/,https://risk.lexisnexis.com/about-us/careers/,https://www.linkedin.com/company/lexisnexis-risk-solutions/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
logos-formerly-faithlife,"Logos, formerly Faithlife",local,local,greater_phoenix,54,,Chandler,AZ,Greater Phoenix,Personal eLearning,201-500,Remote Office,https://faithlife.com/,https://faithlife.com/careers,https://www.linkedin.com/company/faithlife/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
mccormick-systems,McCormick Systems,local,local,greater_phoenix,55,,Chandler,AZ,Greater Phoenix,Business Mgt and ERP,11-50,Local HQ,https://mccormicksys.com/,https://www.mccormicksys.com/employment-opportunities/,https://www.linkedin.com/company/mccormick-systems/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
mobivity,Mobivity,local,local,greater_phoenix,56,,Chandler,AZ,Greater Phoenix,Sales and Marketing,51-200,Local HQ,https://mobivity.com/,https://www.linkedin.com/jobs/search/?f_C=389308&locationId=OTHERS.worldwide/,https://www.linkedin.com/company/mobivity/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
modrinth,Modrinth,local,local,greater_phoenix,57,,Chandler,AZ,Greater Phoenix,Games and Entertainment,1-10,Local HQ,https://modrinth.com/,https://modrinth.notion.site/Join-Modrinth-let-s-redefine-modding-for-games-2f8e1ebb423a456980d25e24f2747a96/,https://www.linkedin.com/company/rinth/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
offerpad,OfferPad,local,local,greater_phoenix,58,,Chandler,AZ,Greater Phoenix,Personal On-Demand Services,501-1000,Local HQ,https://www.offerpad.com/,https://offerpad.atsondemand.com/,https://www.linkedin.com/company/offerpad/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
paypal,PayPal,local,local,greater_phoenix,59,,Chandler,AZ,Greater Phoenix,Payments,10001+,Remote Office,https://paypal.com/,https://www.paypal.com/us/webapps/mpp/jobs/,https://www.linkedin.com/company/paypal/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
pearson-education,Pearson Education,local,local,greater_phoenix,60,,Chandler,AZ,Greater Phoenix,eLearning,10001+,Remote Office,https://www.pearson.com/,http://pearson.jobs/chandler/arizona/usa/jobs/,https://www.linkedin.com/company/pearson/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
pillir,Pillir,local,local,greater_phoenix,61,,Chandler,AZ,Greater Phoenix,Cloud and Software Dev Tools,11-50,Local HQ,https://www.pillir.io/,https://www.pillir.io/career,https://www.linkedin.com/company/appsfreedom/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
procare-portal,ProCARE Portal,local,local,greater_phoenix,62,,Chandler,AZ,Greater Phoenix,Accounting and Finance,11-50,Local HQ,https://procareportal.com/why-procare/,https://procareportal.com/careers/,https://www.linkedin.com/company/procare-portal/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
propertybase,Propertybase,local,local,greater_phoenix,63,,Chandler,AZ,Greater Phoenix,Sales and Marketing,51-200,Remote Office,https://www.propertybase.com/,https://www.propertybase.com/resources/careers/,https://www.linkedin.com/company/propertybase/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
redtail-technology,Redtail Technology,local,local,greater_phoenix,64,,Chandler,AZ,Greater Phoenix,Sales and Marketing,51-200,Remote Office,https://corporate.redtailtechnology.com/,https://corporate.redtailtechnology.com/careers/,https://www.linkedin.com/company/redtail-technology/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
resource-innovations,Resource Innovations,local,local,greater_phoenix,65,,Chandler,AZ,Greater Phoenix,IT Mgt,201-500,Remote Office,http://www.resource-innovations.com/,https://www.resource-innovations.com/careers/,https://www.linkedin.com/company/resourceinnovations/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
rycor,RYCOR,local,local,greater_phoenix,66,,Chandler,AZ,Greater Phoenix,Business Mgt and ERP,11-50,Remote Office,https://www.rycor.net/,https://rycor.net/careers/,https://www.linkedin.com/company/rycor-software/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
shiftx,Shiftx,local,local,greater_phoenix,67,,Chandler,AZ,Greater Phoenix,HR and Recruiting,11-50,Local HQ,http://shiftx.ai/,https://shiftx.ai/open-positions/,https://www.linkedin.com/company/shiftx/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
showit,Showit,local,local,greater_phoenix,68,,Chandler,AZ,Greater Phoenix,Sales and Marketing,51-200,Local HQ,http://showit.co/,https://showit.com/careers,https://www.linkedin.com/company/showit/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
streamline-vacation-rental-software,Streamline Vacation Rental Software,local,local,greater_phoenix,69,,Chandler,AZ,Greater Phoenix,Business Mgt and ERP,51-200,Local HQ,https://www.streamlinevrs.com/,https://www.streamlinevrs.com/company/careers/,https://www.linkedin.com/company/streamline-property-management-software/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
strongmind,Strongmind,local,local,greater_phoenix,70,,Chandler,AZ,Greater Phoenix,eLearning,51-200,Local HQ,https://www.strongmind.com/,https://www.strongmind.com/careers/,https://www.linkedin.com/company/strongmind/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
timeero,Timeero,local,local,greater_phoenix,71,,Chandler,AZ,Greater Phoenix,HR and Recruiting,11-50,Local HQ,https://timeero.com/,https://reflective-tornado-19e.notion.site/Careers-at-Timeero-779e8a53486e4163a14d5ef28dc0b12d,https://www.linkedin.com/company/timeeroapp/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
drfirst,DrFirst,local,local,greater_phoenix,72,,Mesa,AZ,Greater Phoenix,Personal Health Mgt,201-500,Remote Office,https://www.drfirst.com/,https://www.drfirst.com/about-us/careers/,https://www.linkedin.com/company/drfirst/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
edupoint-educational-systems,Edupoint Educational Systems,local,local,greater_phoenix,73,,Mesa,AZ,Greater Phoenix,Business Mgt and ERP,201-500,Local HQ,http://www.edupoint.com/,http://www.edupoint.com/About-Us/Careers/,https://www.linkedin.com/company/edupoint-educational-systems-llc/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
evisit,eVisit,local,local,greater_phoenix,74,,Mesa,AZ,Greater Phoenix,Practice Management,51-200,Local HQ,https://evisit.com/,https://apply.workable.com/evisit/,https://www.linkedin.com/company/evisit/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
justicetrax,JusticeTrax,local,local,greater_phoenix,75,,Mesa,AZ,Greater Phoenix,Practice Management,11-50,Local HQ,http://www.justicetrax.com/,http://justicetrax.com/employment/,https://www.linkedin.com/company/justicetrax/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
mitel,Mitel,local,local,greater_phoenix,76,,Mesa,AZ,Greater Phoenix,Communications,1001-5000,Remote Office,http://www.mitel.com/,https://www.mitel.com/careers/,https://www.linkedin.com/company/mitel/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
myndshft,Myndshft,local,local,greater_phoenix,77,,Mesa,AZ,Greater Phoenix,Accounting and Finance,11-50,Local HQ,https://www.myndshft.com/,https://www.myndshft.com/careers/,https://www.linkedin.com/company/myndshft/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
octaine-play,Octaine Play,local,local,greater_phoenix,78,,Mesa,AZ,Greater Phoenix,Personal Sports and Fitness,11-50,Local HQ,https://octaineplay.com/,https://www.aquimo.com/careers,https://www.linkedin.com/company/aquimo-sports/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
optimumhq,OptimumHQ,local,local,greater_phoenix,79,,Mesa,AZ,Greater Phoenix,Cloud and Software Dev Tools,11-50,Local HQ,https://www.optimumhq.com/,https://www.optimumhq.com/careers/,https://www.linkedin.com/company/optimumhq/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
persefoni,Persefoni,local,local,greater_phoenix,80,,Mesa,AZ,Greater Phoenix,Analytics and BI,201-500,Local HQ,https://persefoni.com/,https://persefoni.com/careers/,https://www.linkedin.com/company/persefoni/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
prenda,Prenda,local,local,greater_phoenix,81,,Mesa,AZ,Greater Phoenix,Student Mgt,51-200,Local HQ,http://prenda.co/,https://prendaschool.com/jobs/,https://www.linkedin.com/company/prenda/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
verra-mobility,Verra Mobility,local,local,greater_phoenix,82,,Mesa,AZ,Greater Phoenix,Logistics and Supply Chain,1001-5000,Local HQ,http://www.verramobility.com/,https://www.verramobility.com/careers/,https://www.linkedin.com/company/verramobility/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
customerhub,CustomerHub,local,local,greater_phoenix,83,,Gilbert,AZ,Greater Phoenix,Sales and Marketing,1-10,Local HQ,https://www.customerhub.com/,https://www.customerhub.com/company/careers/,https://www.linkedin.com/company/customerhub-app/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
i-r-gilyeat-company,I.R. Gilyeat & Company,local,local,greater_phoenix,84,,Gilbert,AZ,Greater Phoenix,AI and Machine Learning,1-10,Local HQ,www.irgilyeat.com,https://www.linkedin.com/company/i-r-gilyeat-company/jobs/,https://www.linkedin.com/company/i-r-gilyeat-company/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
payground,Payground,local,local,greater_phoenix,85,,Gilbert,AZ,Greater Phoenix,Accounting and Finance,11-50,Local HQ,https://payground.com/,https://payground.com/careers/,https://www.linkedin.com/company/paygroundinc/about/,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
raydian,Raydian,local,local,greater_phoenix,86,,Gilbert,AZ,Greater Phoenix,AI and SaaS,1-10,Local HQ,https://raydian.dev/,https://www.linkedin.com/company/raydian-dev/jobs/,https://www.linkedin.com/company/raydian-dev,phx_fwd_local_software_100,true,,,,,,,,,,,,,,,,,,,,,,,,,,
