checked_at_utc,batch_id,queue_position,company_name,company_slug,website,yc_directory_url,previous_trackability,previous_board_type,previous_selected_url,recheck_trackability,recheck_board_type,recheck_board_token,recheck_board_url,recheck_api_url,recheck_confirmation_status,recheck_job_count,visited_pages,resolved_from_url,evidence,notes
2026-06-04T18:29:49Z,batch-007,1,Chima,chima,https://www.withchima.com/,https://www.ycombinator.com/companies/chima,custom_page,,https://www.withchima.com/careers,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.withchima.com/jobs;fetch_failed:HTTPError:https://www.withchima.com/jobs/;fetch_failed:HTTPError:https://www.withchima.com/about/careers;fetch_failed:HTTPError:https://www.withchima.com/about/careers/;fetch_failed:HTTPError:https://www.withchima.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.withchima.com/open-positions;fetch_failed:HTTPError:https://www.withchima.com/open-positions/;fetch_failed:HTTPError:https://www.withchima.com/job-openings
2026-06-04T18:29:49Z,batch-007,2,Circleback,circleback,https://circleback.ai,https://www.ycombinator.com/companies/circleback,custom_page,,https://circleback.ai/jobs,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://circleback.ai/careers;fetch_failed:HTTPError:https://circleback.ai/careers/;fetch_failed:HTTPError:https://circleback.ai/about/careers;fetch_failed:HTTPError:https://circleback.ai/about/careers/;fetch_failed:HTTPError:https://circleback.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://circleback.ai/open-positions;fetch_failed:HTTPError:https://circleback.ai/open-positions/;fetch_failed:HTTPError:https://circleback.ai/job-openings
2026-06-04T18:29:49Z,batch-007,3,Ciro,ciro,https://www.ciro.io/,https://www.ycombinator.com/companies/ciro,custom_page,linkedin_jobs,https://www.ciro.io/product/outreach,structured_board,linkedin_jobs,,https://www.ciro.io/product/outreach,,detected_structured_board,0,12,https://www.ciro.io/product/outreach,linkedin.com/jobs,fetch_failed:HTTPError:https://www.ciro.io/careers;fetch_failed:HTTPError:https://www.ciro.io/careers/;fetch_failed:HTTPError:https://www.ciro.io/jobs;fetch_failed:HTTPError:https://www.ciro.io/jobs/;fetch_failed:HTTPError:https://www.ciro.io/about/careers;fetch_failed:HTTPError:https://www.ciro.io/about/careers/;fetch_failed:HTTPError:https://www.ciro.io/about/careers/join-the-team;fetch_failed:HTTPError:https://www.ciro.io/open-positions
2026-06-04T18:29:49Z,batch-007,4,Clara,clara-2,http://askclara.com,https://www.ycombinator.com/companies/clara-2,custom_page,,https://app.dover.com/jobs/stealthhealthstartup,structured_board,dover,,https://app.dover.com/jobs/stealthhealthstartup,,detected_structured_board,0,12,https://app.dover.com/jobs/stealthhealthstartup,app.dover.com,fetch_failed:HTTPError:http://askclara.com/careers;fetch_failed:HTTPError:http://askclara.com/careers/;fetch_failed:HTTPError:http://askclara.com/jobs;fetch_failed:HTTPError:http://askclara.com/jobs/;fetch_failed:HTTPError:http://askclara.com/about/careers;fetch_failed:HTTPError:http://askclara.com/about/careers/;fetch_failed:HTTPError:http://askclara.com/about/careers/join-the-team;fetch_failed:HTTPError:http://askclara.com/open-positions
2026-06-04T18:29:49Z,batch-007,5,ClassDojo,classdojo,http://www.classdojo.com,https://www.ycombinator.com/companies/classdojo,custom_page,,https://www.classdojo.com/jobs/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:http://www.classdojo.com/about/careers;fetch_failed:HTTPError:http://www.classdojo.com/about/careers/;fetch_failed:HTTPError:http://www.classdojo.com/about/careers/join-the-team;fetch_failed:HTTPError:http://www.classdojo.com/open-positions;fetch_failed:HTTPError:http://www.classdojo.com/open-positions/;fetch_failed:HTTPError:http://www.classdojo.com/job-openings
2026-06-04T18:29:49Z,batch-007,6,Clearest Health,clearest-health,https://clearesthealth.com/,https://www.ycombinator.com/companies/clearest-health,custom_page,,https://clearesthealth.com/open-positions/,unknown,,,,,no_structured_board_found,0,12,,,
2026-06-04T18:29:49Z,batch-007,7,Closure,closure,https://closure-intel.com/,https://www.ycombinator.com/companies/closure,custom_page,notion,https://www.closure-intel.com:443/,structured_board,notion,,https://www.closure-intel.com:443/,,detected_structured_board,0,12,https://www.closure-intel.com:443/,notion.site,fetch_failed:HTTPError:https://closure-intel.com/careers;fetch_failed:HTTPError:https://closure-intel.com/careers/;fetch_failed:HTTPError:https://closure-intel.com/jobs;fetch_failed:HTTPError:https://closure-intel.com/jobs/;fetch_failed:HTTPError:https://closure-intel.com/about/careers;fetch_failed:HTTPError:https://closure-intel.com/about/careers/;fetch_failed:HTTPError:https://closure-intel.com/about/careers/join-the-team;fetch_failed:HTTPError:https://closure-intel.com/open-positions
2026-06-04T18:29:49Z,batch-007,8,CodeAnt AI,codeant-ai,https://codeant.ai/,https://www.ycombinator.com/companies/codeant-ai,custom_page,linkedin_jobs,https://www.codeant.ai/career,structured_board,linkedin_jobs,,https://www.codeant.ai/career,,detected_structured_board,0,12,https://www.codeant.ai/career,linkedin.com/jobs,fetch_failed:HTTPError:https://codeant.ai/careers;fetch_failed:HTTPError:https://codeant.ai/careers/;fetch_failed:HTTPError:https://codeant.ai/jobs;fetch_failed:HTTPError:https://codeant.ai/jobs/;fetch_failed:HTTPError:https://codeant.ai/about/careers;fetch_failed:HTTPError:https://codeant.ai/about/careers/;fetch_failed:HTTPError:https://codeant.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://codeant.ai/open-positions
2026-06-04T18:29:49Z,batch-007,9,Cofia,cofia,https://cofia.ai,https://www.ycombinator.com/companies/cofia,custom_page,,https://cofia.ai/open-positions/,unknown,,,,,no_structured_board_found,0,12,,,
2026-06-04T18:29:49Z,batch-007,10,Compose.ai,compose-ai,https://compose.ai,https://www.ycombinator.com/companies/compose-ai,custom_page,notion,https://www.compose.ai/,structured_board,notion,,https://www.compose.ai/,,detected_structured_board,0,12,https://www.compose.ai/,notion.site,fetch_failed:HTTPError:https://compose.ai/careers;fetch_failed:HTTPError:https://compose.ai/careers/;fetch_failed:HTTPError:https://compose.ai/jobs;fetch_failed:HTTPError:https://compose.ai/jobs/;fetch_failed:HTTPError:https://compose.ai/about/careers;fetch_failed:HTTPError:https://compose.ai/about/careers/;fetch_failed:HTTPError:https://compose.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://compose.ai/open-positions
