checked_at_utc,batch_id,queue_position,company_name,company_slug,website,yc_directory_url,previous_trackability,previous_board_type,previous_selected_url,recheck_trackability,recheck_board_type,recheck_board_token,recheck_board_url,recheck_api_url,recheck_confirmation_status,recheck_job_count,visited_pages,resolved_from_url,evidence,notes
2026-06-06T21:56:15Z,batch-020,1,Multifactor,multifactor,https://multifactor.com,https://www.ycombinator.com/companies/multifactor,custom_page,,https://multifactor.com/company/careers,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://multifactor.com/careers;fetch_failed:HTTPError:https://multifactor.com/careers/;fetch_failed:HTTPError:https://multifactor.com/jobs;fetch_failed:HTTPError:https://multifactor.com/jobs/;fetch_failed:HTTPError:https://multifactor.com/about/careers;fetch_failed:HTTPError:https://multifactor.com/about/careers/;fetch_failed:HTTPError:https://multifactor.com/about/careers/join-the-team;fetch_failed:HTTPError:https://multifactor.com/open-positions
2026-06-06T21:56:15Z,batch-020,2,nao Labs,nao-labs,https://getnao.io/,https://www.ycombinator.com/companies/nao-labs,custom_page,notion,https://getnao.io/,structured_board,notion,,https://getnao.io/,,detected_structured_board,0,12,https://getnao.io/,notion.site,
2026-06-06T21:56:15Z,batch-020,3,Navier AI,navier-ai,http://navier.ai,https://www.ycombinator.com/companies/navier-ai,custom_page,,https://navier.ai:443/open-positions/,unknown,,,,,no_structured_board_found,0,12,,,
2026-06-06T21:56:15Z,batch-020,4,NOSO LABS,noso-labs,https://noso.so,https://www.ycombinator.com/companies/noso-labs,custom_page,,https://noso.so/open-positions/,unknown,,,,,no_structured_board_found,0,12,,,
2026-06-06T21:56:15Z,batch-020,5,Novoflow,novoflow,https://www.novoflow.io/,https://www.ycombinator.com/companies/novoflow,custom_page,,https://www.ycombinator.com/companies/novoflow/jobs,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.novoflow.io/careers;fetch_failed:HTTPError:https://www.novoflow.io/careers/;fetch_failed:HTTPError:https://www.novoflow.io/jobs;fetch_failed:HTTPError:https://www.novoflow.io/jobs/;fetch_failed:HTTPError:https://www.novoflow.io/about/careers;fetch_failed:HTTPError:https://www.novoflow.io/about/careers/;fetch_failed:HTTPError:https://www.novoflow.io/about/careers/join-the-team;fetch_failed:HTTPError:https://www.novoflow.io/open-positions
2026-06-06T21:56:15Z,batch-020,6,Nowadays,nowadays,http://nowadays.ai/,https://www.ycombinator.com/companies/nowadays,custom_page,,https://www.nowadays.ai/careers,unknown,,,,,no_structured_board_found,0,12,,,
2026-06-06T21:56:15Z,batch-020,7,Nozomio,nozomio,https://www.nozomio.com/,https://www.ycombinator.com/companies/nozomio,custom_page,,https://www.nozomio.com/careers,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.nozomio.com/jobs;fetch_failed:HTTPError:https://www.nozomio.com/jobs/;fetch_failed:HTTPError:https://www.nozomio.com/about/careers;fetch_failed:HTTPError:https://www.nozomio.com/about/careers/;fetch_failed:HTTPError:https://www.nozomio.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.nozomio.com/open-positions;fetch_failed:HTTPError:https://www.nozomio.com/open-positions/;fetch_failed:HTTPError:https://www.nozomio.com/job-openings
2026-06-06T21:56:15Z,batch-020,8,Numen,numen,https://www.numen.com,https://www.ycombinator.com/companies/numen,custom_page,,https://www.ycombinator.com/companies/numen/jobs,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.numen.com/careers;fetch_failed:HTTPError:https://www.numen.com/careers/;fetch_failed:HTTPError:https://www.numen.com/jobs;fetch_failed:HTTPError:https://www.numen.com/jobs/;fetch_failed:HTTPError:https://www.numen.com/about/careers;fetch_failed:HTTPError:https://www.numen.com/about/careers/;fetch_failed:HTTPError:https://www.numen.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.numen.com/open-positions
2026-06-06T21:56:15Z,batch-020,9,Numero,numero,https://www.numero.ai,https://www.ycombinator.com/companies/numero,custom_page,notion,https://www.numero.ai/,structured_board,notion,,https://www.numero.ai/,,detected_structured_board,0,12,https://www.numero.ai/,notion.site,fetch_failed:HTTPError:https://www.numero.ai/careers;fetch_failed:HTTPError:https://www.numero.ai/careers/;fetch_failed:HTTPError:https://www.numero.ai/jobs;fetch_failed:HTTPError:https://www.numero.ai/jobs/;fetch_failed:HTTPError:https://www.numero.ai/about/careers;fetch_failed:HTTPError:https://www.numero.ai/about/careers/;fetch_failed:HTTPError:https://www.numero.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://www.numero.ai/open-positions
2026-06-06T21:56:15Z,batch-020,10,Ocular AI,ocular-ai,https://useocular.com,https://www.ycombinator.com/companies/ocular-ai,custom_page,,https://www.useocular.com/careers,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://useocular.com/jobs;fetch_failed:HTTPError:https://useocular.com/jobs/;fetch_failed:HTTPError:https://useocular.com/about/careers;fetch_failed:HTTPError:https://useocular.com/about/careers/;fetch_failed:HTTPError:https://useocular.com/about/careers/join-the-team;fetch_failed:HTTPError:https://useocular.com/open-positions;fetch_failed:HTTPError:https://useocular.com/open-positions/;fetch_failed:HTTPError:https://useocular.com/job-openings
