checked_at_utc,batch_id,queue_position,company_name,company_slug,website,yc_directory_url,previous_trackability,previous_board_type,previous_selected_url,recheck_trackability,recheck_board_type,recheck_board_token,recheck_board_url,recheck_api_url,recheck_confirmation_status,recheck_job_count,visited_pages,resolved_from_url,evidence,notes
2026-06-14T19:21:05Z,batch-086,1,SigmaOS,sigmaos,https://www.sigmaos.com,https://www.ycombinator.com/companies/sigmaos,unknown,,https://sigmaos.com/,unknown,,,,,no_structured_board_found,0,12,,,lever:endpoint_error:http_404;lever:endpoint_error:http_404;fetch_failed:HTTPError:https://www.sigmaos.com/careers;fetch_failed:HTTPError:https://www.sigmaos.com/careers/;fetch_failed:HTTPError:https://www.sigmaos.com/jobs;fetch_failed:HTTPError:https://www.sigmaos.com/jobs/;fetch_failed:HTTPError:https://www.sigmaos.com/about/careers;fetch_failed:HTTPError:https://www.sigmaos.com/about/careers/
2026-06-14T19:21:05Z,batch-086,2,Silurian,silurian,https://silurian.ai/,https://www.ycombinator.com/companies/silurian,unknown,,https://silurian.ai/,unknown,,,,,no_structured_board_found,0,12,,,lever:endpoint_error:http_404;fetch_failed:HTTPError:https://silurian.ai/about/careers;fetch_failed:HTTPError:https://silurian.ai/about/careers/;fetch_failed:HTTPError:https://silurian.ai/about/careers/join-the-team
2026-06-14T19:21:05Z,batch-086,3,Simbie AI,simbie-ai,http://www.simbie.ai,https://www.ycombinator.com/companies/simbie-ai,unknown,,https://www.simbie.ai/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:http://www.simbie.ai/careers;fetch_failed:HTTPError:http://www.simbie.ai/careers/;fetch_failed:HTTPError:http://www.simbie.ai/jobs;fetch_failed:HTTPError:http://www.simbie.ai/jobs/;fetch_failed:HTTPError:http://www.simbie.ai/about/careers;fetch_failed:HTTPError:http://www.simbie.ai/about/careers/;fetch_failed:HTTPError:http://www.simbie.ai/about/careers/join-the-team;fetch_failed:HTTPError:http://www.simbie.ai/open-positions
2026-06-14T19:21:05Z,batch-086,4,SimCare,simcare,https://simcare.ai,https://www.ycombinator.com/companies/simcare,unknown,,https://simcare.ai/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://simcare.ai/careers;fetch_failed:HTTPError:https://simcare.ai/careers/;fetch_failed:HTTPError:https://simcare.ai/jobs;fetch_failed:HTTPError:https://simcare.ai/jobs/;fetch_failed:HTTPError:https://simcare.ai/about/careers;fetch_failed:HTTPError:https://simcare.ai/about/careers/;fetch_failed:HTTPError:https://simcare.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://simcare.ai/open-positions
2026-06-14T19:21:05Z,batch-086,5,SiPhox Health,siphox-health,https://www.siphoxhealth.com,https://www.ycombinator.com/companies/siphox-health,unknown,,https://siphoxhealth.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.siphoxhealth.com/jobs;fetch_failed:HTTPError:https://www.siphoxhealth.com/jobs/;fetch_failed:HTTPError:https://www.siphoxhealth.com/about/careers;fetch_failed:HTTPError:https://www.siphoxhealth.com/about/careers/;fetch_failed:HTTPError:https://www.siphoxhealth.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.siphoxhealth.com/open-positions;fetch_failed:HTTPError:https://www.siphoxhealth.com/open-positions/;fetch_failed:HTTPError:https://www.siphoxhealth.com/job-openings
2026-06-14T19:21:05Z,batch-086,6,Sixtyfour,sixtyfour,https://www.sixtyfour.ai/,https://www.ycombinator.com/companies/sixtyfour,unknown,,https://www.sixtyfour.ai/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.sixtyfour.ai/careers;fetch_failed:HTTPError:https://www.sixtyfour.ai/careers/;fetch_failed:HTTPError:https://www.sixtyfour.ai/jobs;fetch_failed:HTTPError:https://www.sixtyfour.ai/jobs/;fetch_failed:HTTPError:https://www.sixtyfour.ai/about/careers;fetch_failed:HTTPError:https://www.sixtyfour.ai/about/careers/;fetch_failed:HTTPError:https://www.sixtyfour.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://www.sixtyfour.ai/open-positions
2026-06-14T19:21:05Z,batch-086,7,Smartcuts,smartcuts,https://trysmartcuts.com/,https://www.ycombinator.com/companies/smartcuts,unknown,,https://trysmartcuts.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://trysmartcuts.com/careers;fetch_failed:HTTPError:https://trysmartcuts.com/careers/;fetch_failed:HTTPError:https://trysmartcuts.com/jobs;fetch_failed:HTTPError:https://trysmartcuts.com/jobs/;fetch_failed:HTTPError:https://trysmartcuts.com/about/careers;fetch_failed:HTTPError:https://trysmartcuts.com/about/careers/;fetch_failed:HTTPError:https://trysmartcuts.com/about/careers/join-the-team;fetch_failed:HTTPError:https://trysmartcuts.com/open-positions
2026-06-14T19:21:05Z,batch-086,8,Socratix AI,socratix-ai,https://getsocratix.ai,https://www.ycombinator.com/companies/socratix-ai,unknown,,https://getsocratix.ai/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://getsocratix.ai/careers;fetch_failed:HTTPError:https://getsocratix.ai/careers/;fetch_failed:HTTPError:https://getsocratix.ai/jobs;fetch_failed:HTTPError:https://getsocratix.ai/jobs/;fetch_failed:HTTPError:https://getsocratix.ai/about/careers;fetch_failed:HTTPError:https://getsocratix.ai/about/careers/;fetch_failed:HTTPError:https://getsocratix.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://getsocratix.ai/open-positions
2026-06-14T19:21:05Z,batch-086,9,Sorting Robotics,sorting-robotics,https://www.sortingrobotics.com/,https://www.ycombinator.com/companies/sorting-robotics,unknown,,https://www.sortingrobotics.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.sortingrobotics.com/careers;fetch_failed:HTTPError:https://www.sortingrobotics.com/careers/;fetch_failed:HTTPError:https://www.sortingrobotics.com/jobs;fetch_failed:HTTPError:https://www.sortingrobotics.com/jobs/;fetch_failed:HTTPError:https://www.sortingrobotics.com/about/careers;fetch_failed:HTTPError:https://www.sortingrobotics.com/about/careers/;fetch_failed:HTTPError:https://www.sortingrobotics.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.sortingrobotics.com/open-positions
2026-06-14T19:21:05Z,batch-086,10,Sourcify,sourcify,https://www.sourcify.com/,https://www.ycombinator.com/companies/sourcify,unknown,,https://www.sourcify.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.sourcify.com/careers;fetch_failed:HTTPError:https://www.sourcify.com/careers/;fetch_failed:HTTPError:https://www.sourcify.com/jobs;fetch_failed:HTTPError:https://www.sourcify.com/jobs/;fetch_failed:HTTPError:https://www.sourcify.com/about/careers;fetch_failed:HTTPError:https://www.sourcify.com/about/careers/;fetch_failed:HTTPError:https://www.sourcify.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.sourcify.com/open-positions
