checked_at_utc,batch_id,queue_position,company_name,company_slug,website,yc_directory_url,previous_trackability,previous_board_type,previous_selected_url,recheck_trackability,recheck_board_type,recheck_board_token,recheck_board_url,recheck_api_url,recheck_confirmation_status,recheck_job_count,visited_pages,resolved_from_url,evidence,notes
2026-06-14T19:17:43Z,batch-058,1,Cair Health,cair-health,https://www.cairhealth.com/,https://www.ycombinator.com/companies/cair-health,unknown,,https://www.cairhealth.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.cairhealth.com/careers;fetch_failed:HTTPError:https://www.cairhealth.com/careers/;fetch_failed:HTTPError:https://www.cairhealth.com/jobs;fetch_failed:HTTPError:https://www.cairhealth.com/jobs/;fetch_failed:HTTPError:https://www.cairhealth.com/about/careers;fetch_failed:HTTPError:https://www.cairhealth.com/about/careers/;fetch_failed:HTTPError:https://www.cairhealth.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.cairhealth.com/open-positions
2026-06-14T19:17:43Z,batch-058,2,Calltree,calltree,https://calltree.ai,https://www.ycombinator.com/companies/calltree,unknown,,https://calltree.ai/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://calltree.ai/careers;fetch_failed:HTTPError:https://calltree.ai/careers/;fetch_failed:HTTPError:https://calltree.ai/jobs;fetch_failed:HTTPError:https://calltree.ai/jobs/;fetch_failed:HTTPError:https://calltree.ai/about/careers;fetch_failed:HTTPError:https://calltree.ai/about/careers/;fetch_failed:HTTPError:https://calltree.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://calltree.ai/open-positions
2026-06-14T19:17:43Z,batch-058,3,Candle,candle,https://www.trycandle.app/,https://www.ycombinator.com/companies/candle,unknown,,https://www.trycandle.app/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.trycandle.app/careers;fetch_failed:HTTPError:https://www.trycandle.app/careers/;fetch_failed:HTTPError:https://www.trycandle.app/jobs;fetch_failed:HTTPError:https://www.trycandle.app/jobs/;fetch_failed:HTTPError:https://www.trycandle.app/about/careers;fetch_failed:HTTPError:https://www.trycandle.app/about/careers/;fetch_failed:HTTPError:https://www.trycandle.app/about/careers/join-the-team;fetch_failed:HTTPError:https://www.trycandle.app/open-positions
2026-06-14T19:17:43Z,batch-058,4,Canvas,canvas,https://www.canvas.inc/,https://www.ycombinator.com/companies/canvas,unknown,,https://www.canvas.inc/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.canvas.inc/jobs;fetch_failed:HTTPError:https://www.canvas.inc/jobs/;fetch_failed:HTTPError:https://www.canvas.inc/about/careers;fetch_failed:HTTPError:https://www.canvas.inc/about/careers/;fetch_failed:HTTPError:https://www.canvas.inc/about/careers/join-the-team;fetch_failed:HTTPError:https://www.canvas.inc/open-positions;fetch_failed:HTTPError:https://www.canvas.inc/open-positions/;fetch_failed:HTTPError:https://www.canvas.inc/job-openings
2026-06-14T19:17:43Z,batch-058,5,Capitol AI,capitol-ai,https://www.capitol.ai/,https://www.ycombinator.com/companies/capitol-ai,unknown,,https://www.capitol.ai/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.capitol.ai/careers;fetch_failed:HTTPError:https://www.capitol.ai/careers/;fetch_failed:HTTPError:https://www.capitol.ai/jobs;fetch_failed:HTTPError:https://www.capitol.ai/jobs/;fetch_failed:HTTPError:https://www.capitol.ai/about/careers;fetch_failed:HTTPError:https://www.capitol.ai/about/careers/;fetch_failed:HTTPError:https://www.capitol.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://www.capitol.ai/open-positions
2026-06-14T19:17:43Z,batch-058,6,Cardinal Gray,cardinal-gray,https://www.cardinalgray.com/,https://www.ycombinator.com/companies/cardinal-gray,unknown,,https://www.cardinalgray.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.cardinalgray.com/careers;fetch_failed:HTTPError:https://www.cardinalgray.com/careers/;fetch_failed:HTTPError:https://www.cardinalgray.com/jobs;fetch_failed:HTTPError:https://www.cardinalgray.com/jobs/;fetch_failed:HTTPError:https://www.cardinalgray.com/about/careers;fetch_failed:HTTPError:https://www.cardinalgray.com/about/careers/;fetch_failed:HTTPError:https://www.cardinalgray.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.cardinalgray.com/open-positions
2026-06-14T19:17:43Z,batch-058,7,Cartage,cartage,https://cartage.ai,https://www.ycombinator.com/companies/cartage,unknown,,https://www.cartage.ai/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://cartage.ai/careers;fetch_failed:HTTPError:https://cartage.ai/careers/;fetch_failed:HTTPError:https://cartage.ai/jobs;fetch_failed:HTTPError:https://cartage.ai/jobs/;fetch_failed:HTTPError:https://cartage.ai/about/careers;fetch_failed:HTTPError:https://cartage.ai/about/careers/;fetch_failed:HTTPError:https://cartage.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://cartage.ai/open-positions
2026-06-14T19:17:43Z,batch-058,8,Cashboard,cashboard,https://www.cashboard.co,https://www.ycombinator.com/companies/cashboard,unknown,,https://cashboard.co/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.cashboard.co/careers;fetch_failed:HTTPError:https://www.cashboard.co/careers/;fetch_failed:HTTPError:https://www.cashboard.co/jobs;fetch_failed:HTTPError:https://www.cashboard.co/jobs/;fetch_failed:HTTPError:https://www.cashboard.co/about/careers;fetch_failed:HTTPError:https://www.cashboard.co/about/careers/;fetch_failed:HTTPError:https://www.cashboard.co/about/careers/join-the-team;fetch_failed:HTTPError:https://www.cashboard.co/open-positions
2026-06-14T19:17:43Z,batch-058,9,Castle,castle-2,https://castle.io,https://www.ycombinator.com/companies/castle-2,unknown,,https://castle.io/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://castle.io/careers;fetch_failed:HTTPError:https://castle.io/careers/;fetch_failed:HTTPError:https://castle.io/jobs;fetch_failed:HTTPError:https://castle.io/jobs/;fetch_failed:HTTPError:https://castle.io/about/careers;fetch_failed:HTTPError:https://castle.io/about/careers/;fetch_failed:HTTPError:https://castle.io/about/careers/join-the-team;fetch_failed:HTTPError:https://castle.io/open-positions
2026-06-14T19:17:43Z,batch-058,10,Cedana,cedana,https://cedana.ai,https://www.ycombinator.com/companies/cedana,unknown,,https://cedana.ai/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://cedana.ai/careers;fetch_failed:HTTPError:https://cedana.ai/careers/;fetch_failed:HTTPError:https://cedana.ai/jobs;fetch_failed:HTTPError:https://cedana.ai/jobs/;fetch_failed:HTTPError:https://cedana.ai/about/careers;fetch_failed:HTTPError:https://cedana.ai/about/careers/;fetch_failed:HTTPError:https://cedana.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://cedana.ai/open-positions
