checked_at_utc,batch_id,queue_position,company_name,company_slug,website,yc_directory_url,previous_trackability,previous_board_type,previous_selected_url,recheck_trackability,recheck_board_type,recheck_board_token,recheck_board_url,recheck_api_url,recheck_confirmation_status,recheck_job_count,visited_pages,resolved_from_url,evidence,notes
2026-06-14T19:21:53Z,batch-092,1,Volantio,volantio,http://www.volantio.com,https://www.ycombinator.com/companies/volantio,unknown,,https://www.volantio.com/,unknown,,,,,no_structured_board_found,0,12,,,lever:endpoint_error:http_404;lever:endpoint_error:http_404;fetch_failed:HTTPError:http://www.volantio.com/careers;fetch_failed:HTTPError:http://www.volantio.com/careers/;fetch_failed:HTTPError:http://www.volantio.com/jobs;fetch_failed:HTTPError:http://www.volantio.com/jobs/;fetch_failed:HTTPError:http://www.volantio.com/about/careers;fetch_failed:HTTPError:http://www.volantio.com/about/careers/
2026-06-14T19:21:53Z,batch-092,2,Voltic,voltic,https://volticshipping.com/,https://www.ycombinator.com/companies/voltic,unknown,,https://www.volticshipping.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://volticshipping.com/careers;fetch_failed:HTTPError:https://volticshipping.com/careers/;fetch_failed:HTTPError:https://volticshipping.com/jobs;fetch_failed:HTTPError:https://volticshipping.com/jobs/;fetch_failed:HTTPError:https://volticshipping.com/about/careers;fetch_failed:HTTPError:https://volticshipping.com/about/careers/;fetch_failed:HTTPError:https://volticshipping.com/about/careers/join-the-team;fetch_failed:HTTPError:https://volticshipping.com/open-positions
2026-06-14T19:21:53Z,batch-092,3,Vooma,vooma,https://www.vooma.ai,https://www.ycombinator.com/companies/vooma,unknown,,https://www.vooma.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.vooma.ai/careers;fetch_failed:HTTPError:https://www.vooma.ai/careers/;fetch_failed:HTTPError:https://www.vooma.ai/jobs;fetch_failed:HTTPError:https://www.vooma.ai/jobs/;fetch_failed:HTTPError:https://www.vooma.ai/about/careers;fetch_failed:HTTPError:https://www.vooma.ai/about/careers/;fetch_failed:HTTPError:https://www.vooma.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://www.vooma.ai/open-positions
2026-06-14T19:21:53Z,batch-092,4,Vorticity,vorticity,http://vorticity.xyz/,https://www.ycombinator.com/companies/vorticity,unknown,,https://vorticity.xyz/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:http://vorticity.xyz/careers;fetch_failed:HTTPError:http://vorticity.xyz/careers/;fetch_failed:HTTPError:http://vorticity.xyz/jobs;fetch_failed:HTTPError:http://vorticity.xyz/jobs/;fetch_failed:HTTPError:http://vorticity.xyz/about/careers;fetch_failed:HTTPError:http://vorticity.xyz/about/careers/;fetch_failed:HTTPError:http://vorticity.xyz/about/careers/join-the-team;fetch_failed:HTTPError:http://vorticity.xyz/open-positions
2026-06-14T19:21:53Z,batch-092,5,Wasmer,wasmer,https://wasmer.io,https://www.ycombinator.com/companies/wasmer,unknown,,https://wasmer.io/,unknown,,,,,no_structured_board_found,0,12,,,lever:endpoint_error:http_404;lever:endpoint_error:http_404;lever:endpoint_error:http_404;lever:endpoint_error:http_404;lever:endpoint_error:http_404;lever:endpoint_error:http_404;fetch_failed:HTTPError:https://wasmer.io/about/careers;fetch_failed:HTTPError:https://wasmer.io/about/careers/
2026-06-14T19:21:53Z,batch-092,6,Wavelength,wavelength,https://wavelength.cx/,https://www.ycombinator.com/companies/wavelength,unknown,,https://www.wavelength.cx/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://wavelength.cx/careers;fetch_failed:HTTPError:https://wavelength.cx/careers/;fetch_failed:HTTPError:https://wavelength.cx/jobs;fetch_failed:HTTPError:https://wavelength.cx/jobs/;fetch_failed:HTTPError:https://wavelength.cx/about/careers;fetch_failed:HTTPError:https://wavelength.cx/about/careers/;fetch_failed:HTTPError:https://wavelength.cx/about/careers/join-the-team;fetch_failed:HTTPError:https://wavelength.cx/open-positions
2026-06-14T19:21:53Z,batch-092,7,Wayco,wayco,https://wayco.ai,https://www.ycombinator.com/companies/wayco,unknown,,https://wayco.ai/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://wayco.ai/careers;fetch_failed:HTTPError:https://wayco.ai/careers/;fetch_failed:HTTPError:https://wayco.ai/jobs;fetch_failed:HTTPError:https://wayco.ai/jobs/;fetch_failed:HTTPError:https://wayco.ai/about/careers;fetch_failed:HTTPError:https://wayco.ai/about/careers/;fetch_failed:HTTPError:https://wayco.ai/about/careers/join-the-team;fetch_failed:HTTPError:https://wayco.ai/open-positions
2026-06-14T19:21:53Z,batch-092,8,Waydev AI,waydev-ai,https://waydev.co/,https://www.ycombinator.com/companies/waydev-ai,unknown,,https://waydev.co/,structured_board,linkedin_jobs,,https://waydev.co/jobs/,,detected_structured_board,0,12,https://waydev.co/jobs/,linkedin.com/jobs,lever:endpoint_error:http_404;fetch_failed:HTTPError:https://waydev.co/careers;fetch_failed:HTTPError:https://waydev.co/careers/;lever:endpoint_error:http_404;lever:endpoint_error:http_404;fetch_failed:HTTPError:https://waydev.co/about/careers;fetch_failed:HTTPError:https://waydev.co/about/careers/;fetch_failed:HTTPError:https://waydev.co/about/careers/join-the-team
2026-06-14T19:21:53Z,batch-092,9,Wayline,wayline,https://wayline.com,https://www.ycombinator.com/companies/wayline,unknown,,https://www.wayline.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://wayline.com/careers;fetch_failed:HTTPError:https://wayline.com/careers/;fetch_failed:HTTPError:https://wayline.com/jobs;fetch_failed:HTTPError:https://wayline.com/jobs/;fetch_failed:HTTPError:https://wayline.com/about/careers;fetch_failed:HTTPError:https://wayline.com/about/careers/;fetch_failed:HTTPError:https://wayline.com/about/careers/join-the-team;fetch_failed:HTTPError:https://wayline.com/open-positions
2026-06-14T19:21:53Z,batch-092,10,Weave Robotics,weave-robotics,https://www.weaverobots.com,https://www.ycombinator.com/companies/weave-robotics,unknown,,https://www.weaverobotics.com/,unknown,,,,,no_structured_board_found,0,12,,,fetch_failed:HTTPError:https://www.weaverobots.com/careers;fetch_failed:HTTPError:https://www.weaverobots.com/careers/;fetch_failed:HTTPError:https://www.weaverobots.com/jobs;fetch_failed:HTTPError:https://www.weaverobots.com/jobs/;fetch_failed:HTTPError:https://www.weaverobots.com/about/careers;fetch_failed:HTTPError:https://www.weaverobots.com/about/careers/;fetch_failed:HTTPError:https://www.weaverobots.com/about/careers/join-the-team;fetch_failed:HTTPError:https://www.weaverobots.com/open-positions
